LABEL,newsApiContent,fullArticleContent
art,"By Maria Martinez
BERLIN (Reuters) - The Art House Tacheles used to be the epicentre of the alternative art and culture scene in Berlin, an impressive five-storey building in the heart of the capita… [+5365 chars]","By Maria Martinez

BERLIN (Reuters) - The Art House Tacheles used to be the epicentre of the alternative art and culture scene in Berlin, an impressive five-storey building in the heart of the capital dating back to 1908 and occupied by artists after the fall of the Berlin Wall.

But in 2012 the raves were over and the artists were kicked out when the building was sold to a New York investor and renovated to make room for apartments, offices, stores, a supermarket and a Swedish photography museum.

For Oliver Putzbach, a 52-year-old Berlin native who used to live nearby, Tacheles' transformation symbolises that of the capital itself.

While its economy grows and investment capital pours in, long-time residents like Putzbach fear it is losing its edgy character and bohemian charm that had its former mayor famously declaring over two decades ago that Berlin was “poor but sexy.""

""It looks the same as a typical train station in Germany ...just like a mall,"" Putzbach said about the building he remembers as a multicultural village where he used to perform with his band Beat Organization three times a week.

""Berlin has sold its soul,"" he said.

For decades, Berlin stood out among European capitals, poorer than the rest of the country because of its unique history as a divided city and its costly reunification.

For the past 10 years, however, the capital's growth has outpaced the sluggish overall performance of Europe's largest economy.

Last year, Berlin's economy grew by 0.8% while the national one contracted for the second year in a row, data showed on Friday. As a result, Berlin's economic output per capita, which long lagged that of Germany, moved further above the national average, with 54,607 euros and 50,819 euros, respectively.

""Berlin was not wealthy, but that became the foundation for getting richer: Berlin attracted young talent who came here to reshape their lives and make their ideas reality,"" said Martin Gornig, researcher at the German Institute for Economic Research DIW Berlin.

The city has become Germany's startup capital, overtaking Munich with around 500 companies founded each year, and digital consumer services companies, such as e-commerce group Zalando or fintech N-26, calling Berlin home.

Tesla's gigafactory about an hour away and the city's new airport that opened in 2020 after multiple delays, also brought thousands of new jobs to the area.

Berlin's unique blend of high culture, counterculture and history has also made it a major tourism destination, Europe's third behind London and Paris in terms of overnight stays."
art,"Apple today released visionOS 2.4, the fourth update to the visionOS 2 operating system that came out in September. visionOS 2.4 comes two months after the launch of visionOS 2.3.
visionOS 2.4 can b… [+3988 chars]","Apple today released visionOS 2.4, the fourth update to the visionOS 2 operating system that came out in September. visionOS 2.4 comes two months after the launch of visionOS 2.3.



visionOS 2.4 can be downloaded on all Vision Pro headsets by navigating to the Settings app, selecting the General section, and choosing the Software Update option.

The visionOS 2.4 update brings Apple Intelligence to the Vision Pro for the first time, putting it on par with the iPhone, iPad, and Mac. The Vision Pro has an M2 Apple silicon chip inside, and is capable of running the full suite of ‌Apple Intelligence‌ features.

‌Apple Intelligence‌ features available on the Vision Pro include Writing Tools for generating, proofreading, and summarizing text, Genmoji for creating custom emoji characters, a dedicated Image Playground app for generating images, Memory Movie for creating custom slideshows, smart reply for generating quick responses to texts and emails, Priority Notifications and Notification Summaries, ChatGPT Siri integration and new ‌Siri‌ features, and more.



Along with ‌Apple Intelligence‌, Apple added a Spatial Gallery app for the Vision Pro. The Spatial Gallery app offers a curated assortment of spatial videos, spatial photos, and panorama images from artists, filmmakers, and photographers. Apple plans to offer a range of content featuring sports, culture, arts, lifestyle, nature, travel, entertainment, and more.

Content at launch includes images and experiences from Cirque du Soleil, Red Bull, Porsche, Samba Diop, and Jonpaul Douglass, along with behind the scenes content from Apple TV+ shows like Severance. Apple's release notes for the update are below.





Apple Intelligence

- Use Writing Tools to rewrite, proofread, and summarize text right in the app you’re working in, and compose text from scratch using ChatGPT

- Quickly respond to messages with Smart Reply in Mail and Messages with suggested responses

- Create unique images in multiple styles using concepts, descriptions, and people from your photo library with Image Playground

- Create custom emoji right from the keyboard and use your Genmoji across the system in your sticker drawer

- Use Image Wand to turn sketches into images in Notes

- Find photos and videos simply by describing what you’re looking for in Photos

- Create a Memory Movie by describing the story you want to see in Photos

- Use priority messages in Mail which understand the content of your messages and prioritize those that require your attention, displaying them at the top of your inbox

- Catch up on your notifications with Priority Notification to make it easy to see a glanceable summary of the most important information Guest User

- Start a Guest User session with your nearby iPhone or iPad and guide the guest using View Mirroring Spatial Gallery app

- Discover a curated collection of spatial photos, spatial videos and panoramas, updated regularly Apple Vision Pro app

- Discover new content, spatial experiences, and quickly access information about your device using Apple Vision Pro app for iPhone when you upgrade to iOS 18.4 This release also includes other features and improvements.

- Use dictation to edit text like replacing or deleting a word

- Activate Travel Mode using the Digital Crown when you see a “tracking fail” notification. Some features may not be available for all regions. For more information, please visit this website:

https://www.apple.com/visionos/visionos-2

In iOS 18.4, there is a new Vision Pro app that works in conjunction with visionOS 2.4. With the Vision Pro app, Vision Pro owners can download apps to the Vision Pro, find content to watch and add it to a watch list, and get device info like serial number. There is a dedicated discover page that offers curated recommendations for new and noteworthy experiences, including popular apps and games.

An ‌iPhone‌ can also be used to set up and manage Guest Mode on the Vision Pro, and guests can now save their eye and hand setups for up to 30 days after their last use, making multi-person use more feasible. With an ‌iPhone‌, Vision Pro owners can block or allow certain apps and guide a user through the Vision Pro interface using AirPlay."
art,"American illustrator and painter Robert McGinnis has died at 99 years old, per Variety. A posting from the obituary site Legacy reveals he passed away on March 10.
Primarily, McGinnis is best known … [+1423 chars]","American illustrator and painter Robert McGinnis has died at 99 years old, per Variety. A posting from the obituary site Legacy reveals he passed away on March 10.

Primarily, McGinnis is best known for creating the poster art to various James Bond films over the decades. Beginning with 1965’s Thunderball, he’d go on to create art for You Only Live Twice, Diamonds Are Forever, On Her Majesty’s Secret Service, Live and Let Die, and the 1967 parody version of Casino Royale. His film career extends beyond the spy franchise: in total, he did over 40 movie posters, such as Breakfast at Tiffany’s (his debut assignment) Barbarella and three Matt Helm films. As he became more popular, “the McGinnis Woman” became a popular shorthand to describe the figure of bikini-clad women that were often paired with chiseled men of that era.

Born February 3, 1926, McGinnis is described by Legacy as “one of the most prolific illustrators of the 20th century.” Starting out in his career, he apprenticed at Walt Disney Studios and later took a job at Dell Publishing. There, he drew covers for paperback novels for various genres, from detective fiction to horror and fantasy. His work could also be seen in magazines such as National Geographic, TIME, and Reader’s Digest. In 2016, he started drawing retro covers for reissued Neil Gaiman books.

McGinnis is survived by his three children and their individual families."
art,"HONOLULU - Kamea Hadar paints the tallest mural in Hawaii at 220 feet tall and 25 stories.
Screenshot/KHON2
Weve grown accustomed to seeing murals dominate cityscapes, as building owners around the… [+2337 chars]","ByWill McGough

ByWill McGough, Contributor. Forbes contributors publish independent expert analyses and insights. Will McGough writes about travel destinations and outdoor adventures.
ByWill McGough,
 Contributor. 
HONOLULU - Kamea Hadar paints the tallest mural in Hawaii at 220 feet tall and 25 stories.
We’ve grown accustomed to seeing murals dominate cityscapes, as building owners around the world partner with artists to beautify and personalize blank spaces, big and small.
While all art pieces add something special to a city or community, some stand out for their sheer size or embedded meaning.
In the case of a new record-breaking mural that was just painted on the island of Oʻahu in Hawaiʻi, both are true.
Kamea Hadar recently completed what has become Hawaiʻi’s tallest mural, measuring about 220 feet tall and spanning 25 stories of a large Honolulu skyscraper. The mural took months of planning, according to Hadar, but only four days to paint.
The size of the mural in itself is a great feat, but the story behind the artwork, its connection to the purpose of the building, and the message the artwork sends to residents of the building make it extra special.
The mural is painted on Nāulu Tower in Honolulu, a new affordable housing project that’s set to help local families struggling to afford the high cost of living in Hawaiʻi.
“It’s going to be Hawaiʻi’s new record-breaking tallest mural,” Hadar told local news station KHON2. “Affordable housing for over 300 families in Hawaiʻi, that just kind of makes it doubly special for me.”
The subject of the artwork is an Iwa bird—a Hawaiian seabird—that has historically been used by the Hawaiian people as a sign of life, safety, and navigation when out on the water.
“I thought that the Iwa bird would be a perfect fit for that because it was used by sailors to navigate,” Hadar told KHON2. “When they’re out at sea, you know that the water and weather is calm, and that’s why they’re flying out there. So, they’re kind of like one of the oceans telltale signs of land, weather, rain… et cetera.”
The idea of painting a bird with such traditional meaning on a building set to house families who may be going through turbulent times is a nice message, signaling that calm waters are just ahead.
When visiting Oʻahu, you can find the new mural on the outskirts of Honolulu, in an area called Hālawa.
Here’s the exact address for the building. It’s adjacent to the Pearl Harbor Memorial, so very convenient to check out on your way to or from the National Historic Site.
When visiting, be aware and courteous to traffic—never block a roadway or stop in a dangerous place—and be respectful of local residents."
art,"Staatsgalerie Stuttgart is getting a chromatic makeover with The Sprayed Dear, the latest solo exhibition by celebrated German artist Katharina Grosse. Based between Berlin and New Zealand, Grosse ha… [+1436 chars]","Staatsgalerie Stuttgart is getting a chromatic makeover with The Sprayed Dear, the latest solo exhibition by celebrated German artist Katharina Grosse. Based between Berlin and New Zealand, Grosse has spent over three decades redefining what painting can be, moving beyond the canvas to embrace entire landscapes, buildings and sculptural form.

For Grosse, a painting has no end nor edge. Using her signature spray technique, she sweeps pigment across surfaces in immersive dreamlike waves whose borderless forms create a harmonic unity. “For me, two-dimensional painting doesn’t exist,” the artist explained. “The canvas itself is a three-dimensional, haptic object and a painting can appear anywhere. On an egg, in the crook of your arm, in snow and ice or on the beach.”

Circling this philosophy are three new works, produced especially for the show. Among them is the titular piece, The Sprayed Dear, which references the golden stag atop the museum and plays on the word “dear” as something treasured. Also on view are Ghost, a massive white styrofoam sculpture exploring surface and shape, and Untitled, which reveals the sculptural soul of Grosse’s canvas paintings. Complementing these works are rarely seen early sculptures from her student years at the Düsseldorf Art Academy, shedding light on a lesser-known dimension of her practice.

Alongside the exhibition, Grosse’s magnetic color fields will be the focus of this year’s Messeplatz Project at Art Basel’s marquee fair in June.

The Sprayed Dear is now on view in Stuttgart through January 2026.

Staatsgalerie Stuttgart

Konrad-Adenauer-Straße 30-32,

70173 Stuttgart, Germany"
art,"Room 8 is a room in Blue Prince that you can only unlock with Key 8 on rank 8. You’ll find that key by solving the Gallery puzzle(s).

In Room 8, you’ll have to puzzle out clues on eight animal statu… [+3156 chars]","(he/him) has been writing video game guides for Polygon for almost seven years. He has learned to love just about every genre of game that exists.

Room 8 is a room in Blue Prince that you can only unlock with Key 8 on rank 8. You’ll find that key by solving the Gallery puzzle(s).

In Room 8, you’ll have to puzzle out clues on eight animal statues and place them in eight bins labeled with sins.

Our Blue Prince guide will show you how to solve the Room 8 puzzle and tell you what you get as a reward.

How to solve the Room 8 puzzle in Blue Prince

Image: Dogubomb/Raw Fury via Polygon

Room 8 is a pretty exact match for the final painting in the Gallery. You’ll find a big infinity symbol in the center of the room surrounded by bins labeled with sins. There’s a painting of a fin on the left wall, and a rug (skin) on the floor (those are both clues you’ll need).

To the left of the door as you walk in, you’ll find eight animal statues with phrases on them.

Image: Dogubomb/Raw Fury via Polygon

Solving the puzzle in Room 8 is a simple (ha!) as placing the eight animal statues in the boxes their clue describes. Several of them have clues that point to multiple bins, though.

The clues are:

Penguin : The sum of my sin, as it is penned, is a number within the room we are in

Lion : To first begin, place me within a bin with an “N” within its sin

Swan : I recommend you think again if I am ever in a bin far from the fin

Dog : You won’t find my bin in between sin, for I deserve to be in a bin down on the end

Elephant : To my chagrin, my neighbor’s sin is written thin to fit it all in

Rabbit : I share a trend with my neighbor’s sin: a letter and its twin appear on each bin

Bear : If we spend a min or ten lounging in the den, you’ll know which bin I’m often in

Monkey: The bin I tend to wind up in is near the bend in the tail of the skin

Room 8 solution in Blue Prince

You have to jump around a bit, but the list of clues only has one answer when you take them all together.

Four of the clues point to only one bin:

Penguin - GLUTTONY . This is the only sin with eight (sideways infinity) letters.

Monkey - HUBRIS . The bin next to the tail of the skin (rug).

Dog - MUNDANITY . Since the Monkey is in HUBRIS, the Dog has to go in MUNDANITY at the other end of the row of bins.

Bear - SLOTH. The bear’s clue is all about just hanging out and relaxing.

With those four in place, you can place two more:

Lion - ENVY . With those three out of the way, only one empty sin has an “N.”

Swan - LUST. This is the only bin left that is close to the painting of the fin.

The last two have a bit more logic involved:

Rabbit - AVARICE . AVARICE is next to MUNDANITY — which both have a repeated (twin) letter (A and N, respectively).

Elephant - WRATH. Aside from being the only empty bin, AVARICE is next to Gluttony with its (fittingly) narrow letters.

Or if you’d like to see the full solution, check out the graphic below:

Image: Dogubomb/Raw Fury via Polygon

Room 8 reward in Blue Prince

Image: Dogubomb/Raw Fury via Polygon

When you get all of the statues in their correct bins, a panel will open in the wall where the statues were. Inside, you’ll find two Allowance Tokens and the Infinity Trophy that will be displayed in the Trophy Room. You’ll also get the Trophy 8 achievement or trophy."
art,"Woodford Reserve tapped Humberto Lahera, a Kentucky-based artist originally from Cuba, for the art ... More featured on the 2025 commemorative Kentucky Derby bottle.
Courtesy of Woodford Reserve
Ho… [+3668 chars]",
art,"“How often in the American education system do young Black and Brown Americans actually see themselves in ‘fine art’?”
Tell us about your upbringing in Chicago and how your experiences living there … [+2709 chars]","“How often in the American education system do young Black and Brown Americans actually see themselves in ‘fine art’?”

Tell us about your upbringing in Chicago and how your experiences living there have shaped your work.

I am actually from North Georgia. I was born in Orlando, but moved to Georgia at the end of elementary school where I spent most of my adolescence. I moved to Chicago in 2016 to attend the School of the Art Institute of Chicago (SAIC). Chicago definitely feels like home these days; I have found such a welcoming community within the arts and with the super genuine people who live here. It’s nice that Chicago is broken up into neighborhoods to where if you’d like you can have a chill, homey vibe, or there is always something going on if you want to get into something artsy or fun. And the food here is amazing.

Your sculptures predominantly feature Black and Brown individuals, oftentimes, in raw and nude portrayals. How important is it for you to champion marginalized voices through sculpture and why?

Yes, I mostly depict Black and Brown people because I am trying to pull from my own experiences as a Black Latina. I think it’s so important especially for kids learning about art because how often in the American education system do young Black and Brown Americans actually see themselves in ‘fine art’? It was definitely hard for me to relate to art history, particularly with sculpture, since I mostly learned about Greek and Roman figures. It wasn’t until I started attending SAIC that I was exposed to works that inspire and influence me to this day including Mesoamerican ceramics, as well as the works of artists like Simone Leigh, Hebru Brantley, Rose B. Simpson, and En Iwamura. All strong contemporary artists working in the realm of figurative sculpture.

Describe your earliest works and how your subject matter has evolved over time. Also, when and how did you create the signature look of your pieces?

I started making art at a young age as many children do, drawing and doodling. I loved cartoons and comics, so that really has influenced the cartoony, non-realistic look of my ceramic figures to this day. I really liked shows like Batman Beyond, Teenage Mutant Ninja Turtles, and Naruto. I started doing ceramic work during college at the suggestion of some of my professors. I applied to SAIC with a figurative painting portfolio, but luckily the school pushes for artists to work in a more interdisciplinary manner. My freshman year I got into sculpture and ceramics classes and really haven’t looked back since. I think the world of clay is so easy to get lost in, it’s a very enchanting material. When I started getting into clay I was mainly making busts and naked semi-realistic figures. Some of my professors pushed me to make works based off of my cartoony drawings, so basically my signature look comes from translating my drawings to ceramic figures."
art,"Based in Bordeaux with French, Lebanese and English heritage, Zoé Maghamès Peters is a self-taught illustrator with a background in social sciences. This informs how she sees and interprets the world… [+1193 chars]","Based in Bordeaux with French, Lebanese and English heritage, Zoé Maghamès Peters is a self-taught illustrator with a background in social sciences. This informs how she sees and interprets the world: “Illustration is another way for me to explore ideas,” she explains. Her colourful and tactile images often blur the lines between play and poetry, combining familiar symbols from our everyday lives into abstract compositions.

Originally trained in ink drawing, Zoé now works digitally, layering scanned textures in Procreate to retain an analogue mood. She’s worked on editorial and publishing projects with clients like Penguin Random House, Cosmopolitan Italia, Bon Appetit, and Little White Lies. Her work draws from an eclectic pool of influences – from Art Nouveau glasswork to 70s album covers, and Japanese teen magazines to 1930s fashion.

As for subject matter, “I naturally gravitate toward food, plants, animals, and human behaviour,” she says. “Lately, I’ve been obsessed with illustrating perfume.” This sensory dimension runs throughout her illustrations, from swirling shapes that echo the movement of scent, to compositions that feel dreamlike yet grounded – anchored by familiar items like handbags, vegetables or pets. “Plants and animals allow me to tell a story or set an atmosphere without relying on human representation,” she says. “It allows for a more poetic or symbolic approach.”"
art,"Born in 1902, María Izquierdo became one of Mexicos most accomplished female artists of the 20th century, with a career similar to Frida Kahlos. Both became famous for their canvas paintings, rather … [+1875 chars]","Born in 1902, María Izquierdo became one of Mexico’s most accomplished female artists of the 20th century, with a career similar to Frida Kahlo’s. Both became famous for their canvas paintings, rather than murals, which was Mexico’s defining artistic expression at the time. While Kahlo’s notable relationship was with Diego Rivera, Izquierdo’s was with Rufino Tamayo, both men known for painting on canvas and walls.

In 1945, Izquierdo was offered the opportunity to paint a large mural in Mexico City’s government headquarters, potentially making her the first female Mexican artist to undertake such a public commission. However, the offer was rescinded, and Izquierdo passed away in 1955 without ever creating a similar mural.

Izquierdo is also known for her damning quote: “It is a crime to be born a woman, it’s an even greater crime to be born a woman with talent.” The statement hints at the suspected reasons behind the cancellation of her proposed mural. Some believe that Diego Rivera, David Alfaro Siqueiros, and José Clemente Orozco—Mexico’s three most prominent muralists—led a boycott against her. Izquierdo’s sketches for the mural, depicting Mexico City’s history from its Indigenous roots to its post-Industrial Revolution social ideals, almost exclusively featured women. Despite previous collaborations with female artists, like the U.S.-born sisters Marion and Grace Greenwood, the male muralists disapproved of this concept and dismissed Izquierdo as “incapable and inexperienced,” resulting in the mural’s cancellation.

In 2021, curator Dea López sought to revive Izquierdo’s project on an exterior wall in the city of Oaxaca. On March 8th (International Women’s Day), 110 volunteers—mostly women—gathered to recreate the sketch at large scale, with a few variations. While Izquierdo’s original concept included a few men, this new version exclusively featured female characters, to affirm its feminist intentions. Over the course of four days, they completed their work, which now prominently displays its title: “El Mural Que Debió Ser” (The Mural That Should Have Been)."
art,"The 747 Experience at the Delta Flight Museum in Atlanta.Benjamin Zhang/Business Insider
<ul><li>A Boeing 747 is one of the most popular exhibits at the Delta Flight Museum in Atlanta.</li><li>This … [+7288 chars]","The 747 Experience at the Delta Flight Museum in Atlanta.

The 747 Experience at the Delta Flight Museum in Atlanta. Benjamin Zhang/Business Insider

Have an account? Log in .

This story is available exclusively to Business Insider subscribers. Become an Insider and start reading now.

The Boeing 747 is one of the most famous planes in aviation history. But newer, more efficient twin-engine airliners have relegated the Queen of the Skies to retirement or to flying cargo.

With no US airlines operating scheduled passenger service using a 747, the easiest way for many people to see a jumbo jet in person is to visit The 747 Experience at the Delta Flight Museum in Atlanta.

I recently had the chance to tour the freshly renovated Delta Flight Museum and its Boeing 747."
art,A visit to the marble-covered Apple Via del Corso is an Apple Store experience that offers unexpected artwork and masses of culture. AppleInsider visited the store to check out the mix of old and new… [+5809 chars],"The outside of Apple Via del Corso in Rome, Italy

A visit to the marble-covered Apple Via del Corso is an Apple Store experience that offers unexpected artwork and masses of culture. AppleInsider visited the store to check out the mix of old and new.

Apple Via del Corso opened as Apple's 17th store in Italy back in 2021. It's one of three storefronts in Rome itself, the only non-mall style store in the city, and it's an extremely impressive location for the iPhone seller.

As part of our periodic tours of Apple Stores around the world, one member of the AppleInsider editorial team paid a visit to the store while in the region.

The day of the visit in early April was on a fairly warm afternoon, after miles of sightseeing. A few minutes walk away from the extremely tourist-filled Trevi Fountain, the Apple Via del Corso was shown on Google Maps to be busier than usual, leaving little hope for a quiet visit.

That turned out to be far from the reality, as there were relatively few people visible at Apple Via del Corso. There were more staff members on the floor than customers.

A modernized classic

From the outside, the store fits in seamlessly with the rest of the area. A chunky front facade surrounds giant glass panels, which give a peek into the store while also letting in vast amounts of light.

One of Apple Via del Corso's downstairs sales rooms

However, unlike other stores that made their signage more prominent at street level, Apple's lit logo appears above the tall glass doors, within the alcove. While it's a big and prominent store for Apple, it's also not hard for people to miss it while walking by.

It's a muted start to the shopping experience, but one that immediately becomes familiar once you get inside.

You are greeted with large marble rooms at the ground level. Light grey and almost white marble stretches across the floor and up the walls, stretching to the ceiling filled with inset lights.

A second downstairs room in Apple Via del Corso

The giant windows from the outdoors prove their worth by letting light in, and are set into quite deep alcoves around the edges.

All of the grey and white also contrasts against the wooden product cabinets and desks that are traditional of Apple. You can certainly tell it's an Apple Store, but it's a style that's very different to the environment it's set in.

It's as if someone placed an Ikea Lack table in the Oval Office of the White House. It's functional, but not what you would otherwise expect based on the location.

The store is not just a few large rooms on the ground floor, as it leads off into a few other areas.

The Apple Via del Corso courtyard

Downstairs also houses a courtyard in the middle of the building, complete with a collection of Camphora trees. They're lined up beside columns and hanging lamps, and is an inviting area it hang out in for a bit of peace and quiet.

You can also see other vines and trees on an upper terrace, which adds to the space.

Looking up within the Apple Via del Corso courtyard

Connecting the rooms are small marble-lined corridors with large glass doors. However, you can also go upstairs to more spaces via an extremely grand marble staircase.

The main staircase of Apple Via del Corso

Looking up as you climb, you'll see decorative features on the ceiling, around the skylight.

It's not quite the same as the Sistine Chapel, but it's still nice to look at. Considerably less crowded too.

The Apple Via del Corso staircase ceiling and skylight

Upstairs is the Forum, which includes spaces for the Genius Bar and Today at Apple presentations. Again, all clad with marble floors and a lot of wood furniture on a light background.

Today at Apple sessions are held here at Apple Via del Corso

Cultural additions

The appeal of Apple Via del Corso isn't just that it's an Apple Store. Alongside the typical product-laden desks and cabinetry on the sides, as well as the large glass windows and panels, the store also heavily nods at the building's cultural history.

The building itself, Palazzo Marignoli was originally constructed in 1873, designed by architect Salvatore Bianchi and renovated by Giulio Podesti. It housed Caffe Aragno, a well-known gathering place for artists and writers in the city, and is home to a number of pieces of art.

Fabio Cipolla's ""Dawn""

With a strong connection to art and culture, it's no wonder that Apple's refurbishment team put a lot of work into making the store as stunning as possible. The team also made an effort to restore artworks incorporated into the store itself, thanks to local restorers.

In the ceiling downstairs, you'll find restorations of artworks including Fabio Cipolla's ""Dawn"" and Ettore Ballerini's ""Dusk."" While in the ceiling, they're still large, easy to see, and a very unexpected addition to the Apple Store.

Ettore Ballerini's ""Dusk""

The walls also have artworks on them, though of a more abstract variety. Brown panels with decorative scratches around the store turn out to be graffiti by Italian painter Afro Basaldella in the 1950s.

Graffiti by Italian painter Afro Basaldella, and some iMacs

Given the overall surroundings of the Apple Store location itself, the heavy use of marble and light-colored walls, and the unique artworks on display, Apple has arguably made a mini-museum experience. One that could even please art lovers waiting as their loved ones pick up a new iPhone.

An oasis of calm

As a flagship store, you would expect Apple Via del Corso to be an extremely busy and spectacular location. It's certainly the case that it's an impressive storefront for the company, but it's also one that offers a feeling of calmness.

Tons of marble went into that staircase

Though we were lucky to turn up on a day with relatively few people in-store, despite it being in the region of multiple high-traffic tourist locations, it feels like it would be a reasonably quiet shopping experience even when full. The tall ceilings and the reverberations from the marble gives off a feeling of being in a museum, enough to possibly encourage people to minimize noise.

Even entering the store is an auditory change, from the busy and noisy streets outside to a more refined shopping experience inside.

A customer being helped at Apple Via del Corso

Add in the existence of the tree-filled courtyard, and you have an Apple Store that feels part museum, part exhibit in its own right.

If the Apple Store doesn't do enough to be relaxing, there's always another option. There's a Starbucks around the back of the building that's also a cocktail bar."
